sno sname sex cls collage grade major
20210012699 满浩瀚 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012700 杜凯凯 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012701 车奇迈 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012702 赖茂典 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012703 乜皓轩 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012704 薛经武 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012705 濮文滨 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012706 巴同和 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012707 广宏儒 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012708 谢安宁 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012709 居嘉祥 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012710 高建华 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012711 金鸿宝 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012712 索德寿 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012713 班良哲 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012714 逢毅然 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012715 郜成弘 男 2021健身体育2班 体育科学学院 2021 健身体育
20210012716 贺娇洁 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012717 钟和璧 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012718 邓冠芳 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012719 程晶燕 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012720 吕玲丽 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012721 贾情文 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012722 赵高洁 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012723 段彦珺 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012724 孙仪芳 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012725 郭惠娅 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012726 袁天恩 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012727 武瑜璟 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012728 尹夏尔 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012729 潘虹颖 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012730 戴亚玲 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012731 贾米琪 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012732 谭清润 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012733 汪白筠 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012734 丁余馥 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012735 邹依霜 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012736 石湘灵 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012737 邱虹颖 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012738 苏米琪 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012739 段芷蝶 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012740 陈敏丽 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012741 钱水瑶 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012742 侯纯洁 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012743 黄曼云 女 2021健身体育3班 体育科学学院 2021 健身体育
20210012744 薛温茂 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012745 何永望 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012746 劳阳飇 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012747 满浩瀚 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012748 杜凯凯 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012749 车奇迈 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012750 赖茂典 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012751 乜皓轩 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012752 薛经武 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012753 濮文滨 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012754 巴同和 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012755 广宏儒 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012756 谢安宁 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012757 居嘉祥 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012758 高建华 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012759 金鸿宝 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012760 索德寿 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012761 班良哲 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012762 逢毅然 男 2021健身体育3班 体育科学学院 2021 健身体育
20210012763 卢语海 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012764 毛盼柳 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012765 蒋依楠 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012766 叶七微 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012767 曹雨莹 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012768 苏瑾琳 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012769 贺娇洁 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012770 钟和璧 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012771 邓冠芳 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012772 程晶燕 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012773 吕玲丽 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012774 贾情文 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012775 赵高洁 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012776 段彦珺 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012777 孙仪芳 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012778 郭惠娅 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012779 袁天恩 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012780 武瑜璟 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012781 尹夏尔 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012782 潘虹颖 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012783 戴亚玲 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012784 贾米琪 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012785 谭清润 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012786 汪白筠 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012787 丁余馥 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012788 邹依霜 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012789 石湘灵 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012790 邱虹颖 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012791 苏米琪 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012792 段芷蝶 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012793 陈敏丽 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012794 钱水瑶 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012795 侯纯洁 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012796 黄曼云 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012797 陆海云 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012798 王玉华 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012799 江湛英 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012800 马冷菱 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012801 田芷茹 女 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012802 鱼乐心 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012803 红星纬 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012804 陆开诚 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012805 于光临 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012806 薛温茂 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012807 何永望 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012808 劳阳飇 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012809 满浩瀚 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012810 杜凯凯 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012811 车奇迈 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012812 赖茂典 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012813 乜皓轩 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012814 薛经武 男 2021水下运动专项1班 体育科学学院 2021 水下运动专项
20210012815 贾情文 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012816 赵高洁 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012817 段彦珺 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012818 孙仪芳 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012819 郭惠娅 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012820 袁天恩 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012821 武瑜璟 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012822 尹夏尔 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012823 潘虹颖 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012824 戴亚玲 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012825 贾米琪 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012826 谭清润 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012827 汪白筠 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012828 丁余馥 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012829 邹依霜 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012830 石湘灵 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012831 邱虹颖 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012832 苏米琪 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012833 段芷蝶 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012834 陈敏丽 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012835 钱水瑶 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012836 侯纯洁 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012837 黄曼云 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012838 陆海云 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012839 王玉华 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012840 江湛英 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012841 马冷菱 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012842 田芷茹 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012843 白从灵 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012844 汪颀秀 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012845 郭惠琴 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012846 孙梦香 女 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012847 朱博学 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012848 贾向荣 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012849 常奇玮 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012850 孙凯乐 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012851 燕天纵 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012852 闻建元 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012853 鱼乐心 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012854 红星纬 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012855 陆开诚 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012856 于光临 男 2021水下运动专项2班 体育科学学院 2021 水下运动专项
20210012857 曹雨莹 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012858 苏瑾琳 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012859 贺娇洁 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012860 钟和璧 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012861 邓冠芳 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012862 程晶燕 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012863 吕玲丽 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012864 贾情文 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012865 赵高洁 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012866 段彦珺 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012867 孙仪芳 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012868 郭惠娅 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012869 袁天恩 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012870 武瑜璟 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012871 尹夏尔 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012872 潘虹颖 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012873 戴亚玲 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012874 贾米琪 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012875 谭清润 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012876 汪白筠 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012877 丁余馥 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012878 邹依霜 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012879 石湘灵 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012880 邱虹颖 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012881 苏米琪 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012882 段芷蝶 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012883 陈敏丽 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012884 钱水瑶 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012885 侯纯洁 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012886 黄曼云 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012887 陆海云 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012888 王玉华 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012889 江湛英 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012890 马冷菱 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012891 田芷茹 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012892 白从灵 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012893 汪颀秀 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012894 郭惠琴 女 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012895 石文轩 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012896 廖修平 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012897 利嘉誉 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012898 朱博学 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012899 贾向荣 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012900 常奇玮 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012901 孙凯乐 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012902 燕天纵 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012903 闻建元 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012904 鱼乐心 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012905 红星纬 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012906 陆开诚 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012907 于光临 男 2021水下运动专项3班 体育科学学院 2021 水下运动专项
20210012908 吕玲丽 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012909 贾情文 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012910 赵高洁 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012911 段彦珺 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012912 孙仪芳 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012913 郭惠娅 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012914 袁天恩 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012915 武瑜璟 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012916 尹夏尔 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012917 潘虹颖 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012918 戴亚玲 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012919 贾米琪 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012920 谭清润 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012921 汪白筠 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012922 丁余馥 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012923 邹依霜 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012924 石湘灵 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012925 邱虹颖 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012926 苏米琪 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012927 段芷蝶 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012928 陈敏丽 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012929 钱水瑶 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012930 侯纯洁 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012931 黄曼云 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012932 陆海云 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012933 王玉华 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012934 江湛英 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012935 马冷菱 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012936 田芷茹 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012937 白从灵 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012938 汪颀秀 女 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012939 朱博学 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012940 贾向荣 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012941 常奇玮 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012942 孙凯乐 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012943 燕天纵 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012944 闻建元 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012945 鱼乐心 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012946 红星纬 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012947 陆开诚 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012948 于光临 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012949 薛温茂 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012950 何永望 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012951 劳阳飇 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012952 满浩瀚 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012953 杜凯凯 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012954 车奇迈 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012955 赖茂典 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012956 乜皓轩 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012957 薛经武 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012958 濮文滨 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012959 巴同和 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012960 广宏儒 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012961 谢安宁 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012962 居嘉祥 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012963 高建华 男 2021篮球专项1班 体育科学学院 2021 篮球专项
20210012964 叶七微 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012965 曹雨莹 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012966 苏瑾琳 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012967 贺娇洁 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012968 钟和璧 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012969 邓冠芳 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012970 程晶燕 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012971 吕玲丽 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012972 贾情文 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012973 赵高洁 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012974 段彦珺 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012975 孙仪芳 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012976 郭惠娅 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012977 袁天恩 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012978 武瑜璟 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012979 尹夏尔 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012980 潘虹颖 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012981 戴亚玲 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012982 贾米琪 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012983 谭清润 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012984 汪白筠 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012985 丁余馥 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012986 邹依霜 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012987 石湘灵 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012988 邱虹颖 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012989 苏米琪 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012990 段芷蝶 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012991 陈敏丽 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012992 钱水瑶 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012993 侯纯洁 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012994 黄曼云 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012995 陆海云 女 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012996 劳阳飇 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012997 满浩瀚 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012998 杜凯凯 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210012999 车奇迈 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013000 赖茂典 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013001 乜皓轩 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013002 薛经武 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013003 濮文滨 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013004 巴同和 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013005 广宏儒 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013006 谢安宁 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013007 居嘉祥 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013008 高建华 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013009 金鸿宝 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013010 索德寿 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013011 班良哲 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013012 逢毅然 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013013 郜成弘 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013014 邴飞雨 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013015 越温纶 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013016 孟建元 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013017 蓬建木 男 2021篮球专项2班 体育科学学院 2021 篮球专项
20210013018 曹雨莹 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013019 苏瑾琳 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013020 贺娇洁 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013021 钟和璧 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013022 邓冠芳 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013023 程晶燕 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013024 吕玲丽 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013025 贾情文 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013026 赵高洁 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013027 段彦珺 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013028 孙仪芳 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013029 郭惠娅 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013030 袁天恩 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013031 武瑜璟 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013032 尹夏尔 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013033 潘虹颖 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013034 戴亚玲 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013035 贾米琪 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013036 谭清润 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013037 汪白筠 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013038 丁余馥 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013039 邹依霜 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013040 石湘灵 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013041 邱虹颖 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013042 苏米琪 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013043 段芷蝶 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013044 陈敏丽 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013045 钱水瑶 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013046 侯纯洁 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013047 黄曼云 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013048 陆海云 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013049 王玉华 女 2021篮球专项3班 体育科学学院 2021 篮球专项
20210013050 江湛英 女 2021篮球专项3班 体育科学学院 2021 篮球专项
