tno tname collage title leadclass sex
55000957 史正浩 计算机科学与技术学院 副教授  男
55000958 张弘毅 计算机科学与技术学院 教授  男
55000959 姜奕奕 计算机科学与技术学院 讲师  女
55000960 邵玉华 计算机科学与技术学院 教授  女
55000961 邵思敏 计算机科学与技术学院 讲师  女
55000962 江昭懿 计算机科学与技术学院 教授  女
55000963 萧睿思 计算机科学与技术学院 教授  男
55000964 戴翰音 计算机科学与技术学院 副教授  男
55000965 金阳州 计算机科学与技术学院 教授  男
55000966 秦德曜 计算机科学与技术学院 教授  男
55000967 乔建颖 美术与设计学院 教授  女
55000968 邱夏柳 美术与设计学院 讲师  女
55000969 常钊莹 美术与设计学院 副教授  女
55000970 乔曼珠 美术与设计学院 教授  女
55000971 侯晶茹 美术与设计学院 教授  女
55000972 邹高扬 美术与设计学院 副教授  男
55000973 汪飞文 美术与设计学院 副教授  男
55000974 于嘉谊 美术与设计学院 教授  男
55000975 吕立婷 物理科学学院 讲师  女
55000976 汪惠丽 物理科学学院 教授  女
55000977 康含卉 物理科学学院 讲师  女
55000978 潘妙梦 物理科学学院 讲师  女
55000979 冯和玉 物理科学学院 讲师  男
55000980 康睿广 物理科学学院 副教授  男
55000981 郑宏峻 物理科学学院 讲师  男
55000982 贾代云 体育科学学院 讲师  女
55000983 金萦怀 体育科学学院 副教授  女
55000984 邹恬然 体育科学学院 教授  女
55000985 高馥芬 体育科学学院 讲师  女
55000986 尹燕妮 体育科学学院 教授  女
55000987 曾紫玲 体育科学学院 教授  女
55000988 韩茂彦 体育科学学院 教授  男
55000989 孔德厚 体育科学学院 讲师  男
55000990 万雨石 体育科学学院 副教授  男
55000991 贾奇文 体育科学学院 讲师  男
55000992 叶秀丽 体育科学学院 教授  女
55000993 陈玉华 体育科学学院 副教授  女
55000994 尹雁丝 体育科学学院 教授  女
55000995 贾熙柔 体育科学学院 教授  女
55000996 姜竹萱 体育科学学院 讲师  女
55000997 崔和泰 体育科学学院 讲师  男
55000998 汪宏盛 体育科学学院 副教授  男
55000999 何乐意 体育科学学院 讲师  男
55001000 郝智志 体育科学学院 副教授  男
55001001 石乐游 体育科学学院 副教授  男
55001002 姚琴芬 体育科学学院 副教授  女
55001003 汤思艳 体育科学学院 教授  女
55001004 姚凝然 体育科学学院 讲师  女
55001005 顾八雪 体育科学学院 教授  女
55001006 王文惠 体育科学学院 教授  女
55001007 孟轩秀 体育科学学院 讲师  女
55001008 黄逸春 体育科学学院 讲师  男
55001009 孟嘉实 体育科学学院 讲师  男
55001010 赖喜儿 音乐与舞蹈学院 讲师  女
55001011 蒋晓亦 音乐与舞蹈学院 副教授  女
55001012 田淑懿 音乐与舞蹈学院 副教授  女
55001013 萧商丽 音乐与舞蹈学院 讲师  女
55001014 钟菁菁 音乐与舞蹈学院 副教授  女
55001015 崔安和 音乐与舞蹈学院 讲师  男
55001016 孙宏恺 音乐与舞蹈学院 讲师  男
55001017 康鸿信 音乐与舞蹈学院 讲师  男
55001018 崔成益 音乐与舞蹈学院 副教授  男
55001019 邵新立 音乐与舞蹈学院 讲师  男
55001020 董惜海 音乐与舞蹈学院 讲师  女
55001021 秦孒凡 音乐与舞蹈学院 副教授  女
55001022 马英楠 音乐与舞蹈学院 教授  女
55001023 黎泓茹 音乐与舞蹈学院 教授  女
55001024 沈雪蓉 音乐与舞蹈学院 副教授  女
55001025 江祺祥 音乐与舞蹈学院 副教授  男
55001026 赵宏大 音乐与舞蹈学院 副教授  男
55001027 卢乐语 音乐与舞蹈学院 教授  男
55001028 孙高畅 音乐与舞蹈学院 讲师  男
55001029 万语林 计算机科学与技术学院 副教授  女
55001030 侯妙彤 计算机科学与技术学院 副教授  女
55001031 金凌晴 计算机科学与技术学院 教授  女
55001032 武未步 计算机科学与技术学院 讲师  女
55001033 郝棠华 计算机科学与技术学院 教授  女
55001034 许家欣 计算机科学与技术学院 副教授  女
55001035 尹宏达 计算机科学与技术学院 讲师  男
55001036 傅子濯 计算机科学与技术学院 副教授  男
55001037 苏文彦 计算机科学与技术学院 副教授  男
55001038 曹乐成 计算机科学与技术学院 讲师  男
55001039 邱欣秀 计算机科学与技术学院 教授  女
55001040 郭茵茵 计算机科学与技术学院 教授  女
55001041 熊锦凡 计算机科学与技术学院 讲师  女
55001042 阎明艳 计算机科学与技术学院 讲师  女
55001043 姚修敏 计算机科学与技术学院 讲师  女
55001044 孙晴霞 计算机科学与技术学院 教授  女
55001045 石永长 计算机科学与技术学院 讲师  男
55001046 韩文曜 计算机科学与技术学院 讲师  男
55001047 江曹文 美术与设计学院 教授  女
55001048 文华琳 美术与设计学院 教授  女
55001049 赵乐瑶 美术与设计学院 讲师  女
55001050 孟美如 美术与设计学院 讲师  女
55001051 李水彤 美术与设计学院 教授  女
55001052 尹兰泽 美术与设计学院 教授  女
55001053 朱奇邃 美术与设计学院 讲师  男
55001054 余伟诚 美术与设计学院 教授  男
55001055 程昱瑛 物理科学学院 讲师  女
55001056 武郁安 物理科学学院 讲师  女
55001057 杨锦文 物理科学学院 副教授  女
55001058 罗以轩 物理科学学院 教授  女
55001059 叶书萱 物理科学学院 教授  女
55001060 袁若兰 物理科学学院 教授  女
55001061 李敏达 物理科学学院 副教授  男
55001062 毛高超 物理科学学院 讲师  男
55001063 戴高峯 物理科学学院 副教授  男
55001064 傅巧茹 数学与统计学院 讲师  女
55001065 陈萦心 数学与统计学院 讲师  女
55001066 金芳懿 数学与统计学院 讲师  女
55001067 丁雅秀 数学与统计学院 讲师  女
55001068 卢优乐 数学与统计学院 讲师  女
55001069 尹鸿光 数学与统计学院 讲师  男
55001070 蔡承悦 数学与统计学院 副教授  男
55001071 杨正阳 数学与统计学院 副教授  男
55001072 任兴国 数学与统计学院 讲师  男
55001073 韩雪兰 化学化工学院 教授  女
55001074 曹雪曼 化学化工学院 教授  女
55001075 李云心 化学化工学院 副教授  女
55001076 汪晶燕 化学化工学院 副教授  女
55001077 田晴岚 化学化工学院 讲师  女
55001078 袁正青 化学化工学院 讲师  男
55001079 贾向晨 化学化工学院 讲师  男
55001080 程雨泽 化学化工学院 讲师  男
55001081 武烨然 化学化工学院 讲师  男
55001082 漕初丹 体育科学学院 讲师  女
55001083 孟秀婉 体育科学学院 讲师  女
55001084 徐寄琴 体育科学学院 副教授  女
55001085 沈雪峰 体育科学学院 副教授  男
55001086 韩英奕 体育科学学院 讲师  男
55001087 金彭勃 体育科学学院 副教授  男
55001088 顾翔飞 体育科学学院 讲师  男
55001089 沈子琪 体育科学学院 教授  男
55001090 陆谷枫 音乐与舞蹈学院 教授  女
55001091 康红豆 音乐与舞蹈学院 讲师  女
55001092 夏真如 音乐与舞蹈学院 讲师  女
55001093 徐思丽 音乐与舞蹈学院 讲师  女
55001094 龙元龙 音乐与舞蹈学院 副教授  男
55001095 冯蕴和 音乐与舞蹈学院 教授  男
55001096 刘星渊 音乐与舞蹈学院 教授  男
55001097 贺雅逸 音乐与舞蹈学院 教授  男
55001098 徐乐山 音乐与舞蹈学院 教授  男
55001099 潘颖初 计算机科学与技术学院 副教授  女
55001100 魏娅童 计算机科学与技术学院 讲师  女
55001101 段合乐 计算机科学与技术学院 教授  女
55001102 丁以寒 计算机科学与技术学院 教授  女
55001103 张浩波 计算机科学与技术学院 教授  男
55001104 万雨伯 计算机科学与技术学院 副教授  男
55001105 钱嘉祯 计算机科学与技术学院 讲师  男
55001106 冯月杉 电子电气工程学院 讲师  女
55001107 郝紫菱 电子电气工程学院 讲师  女
55001108 康雅宁 电子电气工程学院 教授  女
55001109 刘谷波 电子电气工程学院 讲师  女
55001110 钱巧荷 电子电气工程学院 教授  女
55001111 贾逸明 电子电气工程学院 教授  男
55001112 杜修贤 电子电气工程学院 讲师  男
55001113 周蕴涵 电子电气工程学院 副教授  男
55001114 刘高飞 电子电气工程学院 副教授  男
55001115 高正奇 电子电气工程学院 副教授  男
55001116 邵文丽 电子电气工程学院 副教授  女
55001117 林语海 电子电气工程学院 教授  女
55001118 曾海露 电子电气工程学院 讲师  女
55001119 侯晓旋 电子电气工程学院 副教授  女
55001120 潘飞双 电子电气工程学院 教授  女
55001121 于英纵 电子电气工程学院 副教授  男
55001122 陈飞英 电子电气工程学院 讲师  男
55001123 杜建义 电子电气工程学院 副教授  男
55001124 崔成弘 电子电气工程学院 教授  男
55001125 范嘉致 电子电气工程学院 教授  男
55001126 石若云 电子电气工程学院 副教授  女
55001127 邱北嘉 电子电气工程学院 副教授  女
55001128 文初阳 电子电气工程学院 副教授  女
55001129 易可心 电子电气工程学院 教授  女
55001130 戴紫安 电子电气工程学院 教授  女
55001131 罗语晨 电子电气工程学院 讲师  女
55001132 邓烨赫 电子电气工程学院 副教授  男
55001133 孟信然 电子电气工程学院 副教授  男
55001134 龚修能 电子电气工程学院 教授  男
55001135 马锦曦 物理科学学院 讲师  女
55001136 周熙熙 物理科学学院 教授  女
55001137 白梦香 物理科学学院 副教授  女
55001138 武尹夏 物理科学学院 讲师  女
55001139 姚和煦 物理科学学院 讲师  女
55001140 杜沛雯 物理科学学院 教授  女
55001141 石天材 物理科学学院 副教授  男
55001142 史学名 物理科学学院 教授  男
55001143 林兴业 物理科学学院 教授  男
55001144 冯怡乐 数学与统计学院 副教授  女
55001145 胡凌晴 数学与统计学院 讲师  女
55001146 赵春晓 数学与统计学院 副教授  女
55001147 姚水琼 数学与统计学院 副教授  女
55001148 于子爱 数学与统计学院 教授  女
55001149 邵小凡 数学与统计学院 副教授  女
55001150 顾锐阵 数学与统计学院 副教授  男
55001151 姜兴修 数学与统计学院 讲师  男
55001152 石刚毅 数学与统计学院 讲师  男
55001153 陈康时 数学与统计学院 教授  男
55001154 张访风 数学与统计学院 教授  女
55001155 方梓玥 数学与统计学院 副教授  女
55001156 郝玉琲 数学与统计学院 教授  女
55001157 尹珍瑞 数学与统计学院 讲师  女
55001158 罗念蕾 数学与统计学院 教授  女
55001159 马温书 数学与统计学院 教授  男
55001160 冯伟兆 数学与统计学院 教授  男
55001161 薛修能 数学与统计学院 教授  男
55001162 萧凯捷 数学与统计学院 教授  男
55001163 吕天韵 化学化工学院 副教授  女
55001164 范傲晴 化学化工学院 讲师  女
55001165 孙玮奇 化学化工学院 讲师  女
55001166 尹博雅 化学化工学院 副教授  女
55001167 阎琴芬 化学化工学院 讲师  女
55001168 周飞翰 化学化工学院 副教授  男
55001169 胡德辉 化学化工学院 讲师  男
55001170 黄瀚漠 化学化工学院 教授  男
55001171 陈白安 人工智能学院 讲师  女
55001172 苏照红 人工智能学院 副教授  女
55001173 周恬美 人工智能学院 讲师  女
55001174 江塔娜 人工智能学院 教授  女
55001175 石浩旷 人工智能学院 讲师  男
55001176 邵良工 人工智能学院 教授  男
55001177 周施诗 美术与设计学院 副教授  女
55001178 刘卿月 美术与设计学院 教授  女
55001179 孔巧娜 美术与设计学院 副教授  女
55001180 罗纪颖 美术与设计学院 讲师  女
55001181 赵飞丹 美术与设计学院 副教授  女
55001182 赖俊人 美术与设计学院 讲师  男
55001183 韩嘉茂 美术与设计学院 讲师  男
55001184 顾平良 数学与统计学院 教授  女
55001185 陆玄静 数学与统计学院 讲师  女
55001186 余怜容 数学与统计学院 讲师  女
55001187 胡嘉志 数学与统计学院 副教授  男
55001188 崔泰宁 数学与统计学院 讲师  男
55001189 范菁茹 计算机科学与技术学院 讲师  女
55001190 周紫萱 计算机科学与技术学院 讲师  女
55001191 黄忆山 计算机科学与技术学院 教授  女
55001192 熊湛英 计算机科学与技术学院 教授  女
55001193 彭乐邦 计算机科学与技术学院 教授  男
55001194 赵彬炳 计算机科学与技术学院 教授  男
55001195 姜睿好 计算机科学与技术学院 副教授  男
55001196 唐乐圣 计算机科学与技术学院 讲师  男
55001197 龚秋烟 美术与设计学院 讲师  女
55001198 贺怜南 美术与设计学院 教授  女
55001199 马乐松 美术与设计学院 教授  女
55001200 萧泰河 美术与设计学院 教授  男
55001201 邱俊茂 美术与设计学院 教授  男
55001202 阎高朗 美术与设计学院 教授  男
55001203 金自怡 美术与设计学院 教授  男
55001204 尹罗绮 数学与统计学院 讲师  女
55001205 叶梦月 数学与统计学院 副教授  女
55001206 侯金梅 数学与统计学院 教授  女
55001207 马伟泽 数学与统计学院 教授  男
55001208 高飞鸾 数学与统计学院 教授  男
55001209 郝蕙芸 计算机科学与技术学院 讲师  女
55001210 唐晗蕾 计算机科学与技术学院 副教授  女
55001211 高倩秀 计算机科学与技术学院 教授  女
55001212 杨绮兰 计算机科学与技术学院 副教授  女
55001213 顾尔槐 计算机科学与技术学院 教授  女
55001214 廖哲妍 计算机科学与技术学院 副教授  女
55001215 叶涵忍 计算机科学与技术学院 讲师  男
55001216 沈敏才 计算机科学与技术学院 副教授  男
55001217 曹雅凡 美术与设计学院 教授  女
55001218 周欣秀 美术与设计学院 讲师  女
55001219 武丹珍 美术与设计学院 副教授  女
55001220 段傲晴 美术与设计学院 副教授  女
55001221 陈爱茹 美术与设计学院 副教授  女
55001222 于明艳 美术与设计学院 教授  女
55001223 毛涵涵 美术与设计学院 讲师  男
55001224 薛绍祺 美术与设计学院 教授  男
55001225 曾茂学 美术与设计学院 讲师  男
55001226 刘紫萱 电子电气工程学院 副教授  女
55001227 胡雪柳 电子电气工程学院 副教授  女
55001228 何秀隽 电子电气工程学院 副教授  女
55001229 邓静逸 电子电气工程学院 教授  女
55001230 孙雅安 电子电气工程学院 副教授  女
55001231 汪黛娥 电子电气工程学院 讲师  女
55001232 孟良畴 电子电气工程学院 教授  男
55001233 程光辉 电子电气工程学院 教授  男
55001234 周兴平 电子电气工程学院 讲师  男
55001235 孔宜然 电子电气工程学院 副教授  男
55001236 邱玄穆 电子电气工程学院 讲师  女
55001237 苏翠桃 电子电气工程学院 副教授  女
55001238 侯阳曦 电子电气工程学院 副教授  女
55001239 郝玲琅 电子电气工程学院 副教授  女
55001240 何兴德 电子电气工程学院 教授  男
55001241 侯景龙 电子电气工程学院 副教授  男
55001242 蒋康成 电子电气工程学院 讲师  男
55001243 董昊苍 电子电气工程学院 副教授  男
55001244 孔德本 电子电气工程学院 讲师  男
55001245 孔从菡 物理科学学院 讲师  女
55001246 徐水格 物理科学学院 教授  女
55001247 张谷菱 物理科学学院 副教授  女
55001248 李雅素 物理科学学院 副教授  女
55001249 常永怡 物理科学学院 副教授  男
55001250 尹雅懿 物理科学学院 教授  男
55001251 沈飞鸣 物理科学学院 讲师  男
55001252 漕斐斐 体育科学学院 副教授  女
55001253 蒋鸣玉 体育科学学院 讲师  女
55001254 赖凡桃 体育科学学院 教授  女
55001255 乔念芹 体育科学学院 教授  女
55001256 郭琬莹 体育科学学院 副教授  女
55001257 陆思枫 体育科学学院 副教授  女
55001258 唐成仁 体育科学学院 教授  男
55001259 乔光亮 体育科学学院 教授  男
55001260 吕涵映 体育科学学院 副教授  男
55001261 叶莺韵 人工智能学院 副教授  女
55001262 郭小凝 人工智能学院 讲师  女
55001263 廖怀蕊 人工智能学院 副教授  女
55001264 丁秉文 人工智能学院 讲师  女
55001265 贺悦颖 人工智能学院 副教授  女
55001266 程飞鸾 人工智能学院 教授  男
55001267 黎意智 人工智能学院 教授  男
55001268 马曾琪 人工智能学院 教授  男
55001269 龚茂德 人工智能学院 教授  男
55001270 高彤彤 音乐与舞蹈学院 讲师  女
55001271 崔和平 音乐与舞蹈学院 讲师  女
55001272 张傲云 音乐与舞蹈学院 副教授  女
55001273 何绮云 音乐与舞蹈学院 副教授  女
55001274 熊妍晨 音乐与舞蹈学院 教授  女
55001275 段修远 音乐与舞蹈学院 教授  男
55001276 陆康顺 音乐与舞蹈学院 讲师  男
55001277 任菡梅 美术与设计学院 讲师  女
55001278 何夏旋 美术与设计学院 副教授  女
55001279 宋娟娣 美术与设计学院 讲师  女
55001280 谭天骄 美术与设计学院 讲师  女
55001281 曾笑雯 美术与设计学院 教授  女
55001282 丁睿博 美术与设计学院 副教授  男
55001283 汤鸿光 美术与设计学院 教授  男
55001284 黄浩壤 美术与设计学院 讲师  男
55001285 范嘉悦 物理科学学院 讲师  女
55001286 钟莉娉 物理科学学院 副教授  女
55001287 顾凝梦 物理科学学院 讲师  女
55001288 文浩言 物理科学学院 讲师  男
55001289 胡弘壮 物理科学学院 副教授  男
55001290 谢睿才 物理科学学院 教授  男
55001291 阎元良 物理科学学院 副教授  男
55001292 石雅宁 体育科学学院 讲师  女
55001293 周飞瑶 体育科学学院 讲师  女
55001294 范蔚然 体育科学学院 讲师  女
55001295 万晴画 体育科学学院 讲师  女
55001296 朱滇萍 体育科学学院 教授  女
55001297 何浩初 体育科学学院 教授  男
55001298 魏心思 体育科学学院 教授  男
55001299 孙俊茂 体育科学学院 教授  男
55001300 万正德 体育科学学院 副教授  男
55001301 廖逸春 体育科学学院 教授  男
55001302 夏宇丞 体育科学学院 讲师  女
55001303 苏水云 体育科学学院 教授  女
55001304 唐柳思 体育科学学院 讲师  女
55001305 冯珺琦 体育科学学院 副教授  女
55001306 罗翰池 体育科学学院 副教授  男
55001307 潘祺福 体育科学学院 教授  男
55001308 李高岑 体育科学学院 讲师  男
55001309 许敏达 体育科学学院 教授  男
55001310 贾兴邦 体育科学学院 教授  男
55001311 尹绿蝶 人工智能学院 教授  女
55001312 萧清涵 人工智能学院 讲师  女
55001313 萧韵流 人工智能学院 讲师  女
55001314 于莉娜 人工智能学院 讲师  女
55001315 程开霁 人工智能学院 教授  男
55001316 尹嘉祯 人工智能学院 讲师  男
55001317 黄宏胜 人工智能学院 讲师  男
55001318 邱俊明 人工智能学院 副教授  男
55001319 吕鸿哲 人工智能学院 副教授  男
55001320 邓翠芙 音乐与舞蹈学院 讲师  女
55001321 高燕萍 音乐与舞蹈学院 教授  女
55001322 金天悦 音乐与舞蹈学院 讲师  女
55001323 武杉月 音乐与舞蹈学院 讲师  女
55001324 方紫真 音乐与舞蹈学院 讲师  女
55001325 万盼波 音乐与舞蹈学院 副教授  女
55001326 曹鸿祯 音乐与舞蹈学院 教授  男
55001327 曹茂才 音乐与舞蹈学院 副教授  男
55001328 郭燕平 航空航天工程学院 副教授  女
55001329 陈兰矢 航空航天工程学院 教授  女
55001330 易云霞 航空航天工程学院 教授  女
55001331 易俊誉 航空航天工程学院 副教授  男
55001332 傅明朗 航空航天工程学院 教授  男
55001333 康寄波 化学化工学院 讲师  女
55001334 梁新巧 化学化工学院 讲师  女
55001335 郝觅露 化学化工学院 教授  女
55001336 龚妍和 化学化工学院 教授  女
55001337 汤昊苍 化学化工学院 副教授  男
55001338 任元思 化学化工学院 副教授  男
55001339 蒋雁菡 计算机科学与技术学院 副教授  女
55001340 邱珑玲 计算机科学与技术学院 讲师  女
55001341 黎静婉 计算机科学与技术学院 副教授  女
55001342 孔修杰 计算机科学与技术学院 教授  男
55001343 郭玉泉 计算机科学与技术学院 教授  男
55001344 汤自强 计算机科学与技术学院 副教授  男
55001345 胡弘阔 计算机科学与技术学院 教授  男
55001346 徐孤晴 电子电气工程学院 讲师  女
55001347 胡慧秀 电子电气工程学院 讲师  女
55001348 廖柏颜 电子电气工程学院 讲师  女
55001349 林依霜 电子电气工程学院 讲师  女
55001350 刘明钰 电子电气工程学院 副教授  女
55001351 朱怜菡 电子电气工程学院 副教授  女
55001352 袁康德 电子电气工程学院 讲师  男
55001353 徐锐泽 电子电气工程学院 教授  男
55001354 余修雅 电子电气工程学院 副教授  男
55001355 卢琪华 物理科学学院 教授  女
55001356 郭音仪 物理科学学院 教授  女
55001357 杨喜儿 物理科学学院 讲师  女
55001358 武芮雅 物理科学学院 副教授  女
55001359 万飞星 物理科学学院 副教授  男
55001360 卢天路 物理科学学院 教授  男
55001361 何天路 物理科学学院 讲师  男
55001362 孟星宇 物理科学学院 副教授  男
55001363 田天工 物理科学学院 讲师  男
55001364 顾思雅 数学与统计学院 副教授  女
55001365 曹晓霞 数学与统计学院 教授  女
55001366 周雨南 数学与统计学院 讲师  女
55001367 曾心诺 数学与统计学院 副教授  女
55001368 顾元嘉 数学与统计学院 副教授  男
55001369 何元青 数学与统计学院 副教授  男
55001370 胡勇锐 数学与统计学院 讲师  男
55001371 熊浩涆 数学与统计学院 讲师  男
55001372 汤锐藻 数学与统计学院 教授  男
55001373 夏叶农 化学化工学院 讲师  女
55001374 吴清怡 化学化工学院 讲师  女
55001375 苏采波 化学化工学院 讲师  女
55001376 汪听枫 化学化工学院 副教授  女
55001377 龙恩霈 化学化工学院 教授  女
55001378 高忆敏 化学化工学院 教授  女
55001379 罗兴腾 化学化工学院 教授  男
55001380 陆建义 化学化工学院 副教授  男
55001381 董安怡 化学化工学院 讲师  男
55001382 曾俊能 化学化工学院 教授  男
55001383 程灵波 化学化工学院 副教授  女
55001384 乔秀洁 化学化工学院 教授  女
55001385 孙绮菱 化学化工学院 讲师  女
55001386 陈瑜然 化学化工学院 副教授  女
55001387 姜天华 化学化工学院 副教授  男
55001388 阎俊豪 化学化工学院 副教授  男
55001389 张经业 化学化工学院 副教授  男
55001390 蔡英杰 化学化工学院 讲师  男
55001391 钱曼柔 人工智能学院 副教授  女
55001392 薛琳秀 人工智能学院 教授  女
55001393 武惜霜 人工智能学院 讲师  女
55001394 罗依霜 人工智能学院 讲师  女
55001395 尹高原 人工智能学院 教授  男
55001396 曾玉堂 人工智能学院 教授  男
55001397 邹浦泽 人工智能学院 教授  男
55001398 钱苏迷 航空航天工程学院 讲师  女
55001399 郝荏苒 航空航天工程学院 教授  女
55001400 易静婉 航空航天工程学院 教授  女
55001401 胡烨赫 航空航天工程学院 教授  男
55001402 常安康 航空航天工程学院 讲师  男
55001403 梁宏畅 航空航天工程学院 教授  男
55001404 崔秋芸 数学与统计学院 讲师  女
55001405 唐清懿 数学与统计学院 讲师  女
55001406 秦奕奕 数学与统计学院 教授  女
55001407 罗慧婕 数学与统计学院 教授  女
55001408 尹成仁 数学与统计学院 副教授  男
55001409 侯雅达 数学与统计学院 副教授  男
55001410 钟山梅 音乐与舞蹈学院 教授  女
55001411 董湘怡 音乐与舞蹈学院 教授  女
55001412 谢翠柔 音乐与舞蹈学院 副教授  女
55001413 许莹洁 音乐与舞蹈学院 讲师  女
55001414 胡暄美 音乐与舞蹈学院 教授  女
55001415 文凯风 音乐与舞蹈学院 教授  男
55001416 邹自强 音乐与舞蹈学院 副教授  男
55001417 张光熙 音乐与舞蹈学院 教授  男
55001418 金方方 航空航天工程学院 教授  女
55001419 邵品怡 航空航天工程学院 教授  女
55001420 许曼卉 航空航天工程学院 讲师  女
55001421 李锐洁 航空航天工程学院 讲师  女
55001422 顾维娟 航空航天工程学院 副教授  女
55001423 宋弘懿 航空航天工程学院 讲师  男
55001424 康高义 航空航天工程学院 讲师  男
55001425 赵斯年 航空航天工程学院 副教授  男
55001426 郭博涉 航空航天工程学院 教授  男
55001427 谢彭薄 航空航天工程学院 教授  男
55001428 吴桂芳 航空航天工程学院 教授  女
55001429 韩龙艳 航空航天工程学院 副教授  女
55001430 唐千青 航空航天工程学院 讲师  女
55001431 文兰尹 航空航天工程学院 副教授  女
55001432 康宜然 航空航天工程学院 教授  女
55001433 周正浩 航空航天工程学院 讲师  男
55001434 李向晨 航空航天工程学院 讲师  男
55001435 贾浩荡 航空航天工程学院 教授  男
55001436 邹天骄 航空航天工程学院 副教授  男
55001437 董知睿 美术与设计学院 讲师  女
55001438 叶七瑾 美术与设计学院 讲师  女
55001439 傅以南 美术与设计学院 副教授  女
55001440 谭一南 美术与设计学院 教授  女
55001441 蒋思嘉 美术与设计学院 副教授  女
55001442 马友容 美术与设计学院 讲师  女
55001443 武永福 美术与设计学院 讲师  男
55001444 江兴业 美术与设计学院 讲师  男
55001445 邓心远 美术与设计学院 副教授  男
55001446 李海莲 电子电气工程学院 副教授  女
55001447 万倩语 电子电气工程学院 教授  女
55001448 贺梦华 电子电气工程学院 讲师  女
55001449 熊心怡 电子电气工程学院 讲师  女
55001450 林玉韵 电子电气工程学院 讲师  男
55001451 江新荣 电子电气工程学院 副教授  男
55001452 郑喜儿 体育科学学院 副教授  女
55001453 尹悦宜 体育科学学院 讲师  女
55001454 武山芙 体育科学学院 教授  女
55001455 丁颖慧 体育科学学院 讲师  女
55001456 侯俊艾 体育科学学院 教授  男
55001457 邓向明 体育科学学院 讲师  男
55001458 赵弘盛 体育科学学院 教授  男
55001459 朱嘉良 体育科学学院 副教授  男
55001460 吕丽华 音乐与舞蹈学院 副教授  女
55001461 冯芳芳 音乐与舞蹈学院 讲师  女
55001462 江歆琳 音乐与舞蹈学院 教授  女
55001463 赖莺韵 音乐与舞蹈学院 讲师  女
55001464 朱英武 音乐与舞蹈学院 教授  男
55001465 郭德佑 音乐与舞蹈学院 教授  男
55001466 杨乐贤 音乐与舞蹈学院 教授  男
55001467 高阳曦 音乐与舞蹈学院 教授  男
55001468 吕若华 航空航天工程学院 讲师  女
55001469 姚玲玲 航空航天工程学院 副教授  女
55001470 黄庆霞 航空航天工程学院 教授  女
55001471 曹从阳 航空航天工程学院 教授  女
55001472 陆悠雅 航空航天工程学院 讲师  女
55001473 邓宇荫 航空航天工程学院 讲师  男
55001474 陆星晖 航空航天工程学院 教授  男
55001475 许弘壮 航空航天工程学院 教授  男
55001476 袁新知 航空航天工程学院 副教授  男
55001477 杜哲彦 航空航天工程学院 副教授  男
55001478 谭贝莉 航空航天工程学院 讲师  女
55001479 潘元英 航空航天工程学院 副教授  女
55001480 顾纯洁 航空航天工程学院 讲师  女
55001481 贺绢子 航空航天工程学院 教授  女
55001482 于问枫 航空航天工程学院 副教授  女
55001483 蔡琨瑜 航空航天工程学院 教授  女
55001484 王和畅 航空航天工程学院 讲师  男
55001485 秦昊穹 航空航天工程学院 副教授  男
55001486 姚明亮 航空航天工程学院 教授  男
55001487 汪嘉石 航空航天工程学院 教授  男
55001488 阎宏伯 航空航天工程学院 讲师  男
55001489 袁香柳 计算机科学与技术学院 讲师  女
55001490 易桂芝 计算机科学与技术学院 教授  女
55001491 易彦珺 计算机科学与技术学院 讲师  女
55001492 田叶彤 计算机科学与技术学院 教授  女
55001493 萧华芝 计算机科学与技术学院 副教授  女
55001494 周江雪 计算机科学与技术学院 讲师  女
55001495 魏高远 计算机科学与技术学院 讲师  男
55001496 蒋高卓 计算机科学与技术学院 讲师  男
55001497 蒋和同 计算机科学与技术学院 副教授  男
55001498 范元良 计算机科学与技术学院 副教授  男
55001499 钟金文 计算机科学与技术学院 副教授  女
55001500 朱姗婷 计算机科学与技术学院 讲师  女
55001501 李翠柔 计算机科学与技术学院 副教授  女
55001502 史丽莉 计算机科学与技术学院 教授  女
55001503 陆洋然 计算机科学与技术学院 教授  女
55001504 叶贞静 计算机科学与技术学院 教授  女
55001505 江宏伯 计算机科学与技术学院 讲师  男
55001506 姜鹏涛 计算机科学与技术学院 副教授  男
55001507 宋成礼 计算机科学与技术学院 副教授  男
55001508 吴泰和 计算机科学与技术学院 副教授  男
55001509 蔡谷枫 计算机科学与技术学院 教授  女
55001510 汤语冰 计算机科学与技术学院 教授  女
55001511 彭琼怡 计算机科学与技术学院 讲师  女
55001512 叶桂华 计算机科学与技术学院 教授  女
55001513 罗修敏 计算机科学与技术学院 教授  女
55001514 秦熙怡 计算机科学与技术学院 副教授  女
55001515 龚天路 计算机科学与技术学院 讲师  男
55001516 程嘉佑 计算机科学与技术学院 教授  男
55001517 邹凝琴 美术与设计学院 副教授  女
55001518 王逸雅 美术与设计学院 讲师  女
55001519 文凝珍 美术与设计学院 副教授  女
55001520 金笑笑 美术与设计学院 讲师  女
55001521 秦问兰 美术与设计学院 副教授  女
55001522 程翠梅 美术与设计学院 副教授  女
55001523 邹子轩 美术与设计学院 教授  男
55001524 孔嘉玉 美术与设计学院 教授  男
55001525 万婉容 物理科学学院 副教授  女
55001526 钟悦书 物理科学学院 讲师  女
55001527 谢三姗 物理科学学院 教授  女
